,Ana,Eth,Glu,Nit
RPC11,0,0,1,0
TPI1,1,1,1,1
IPT1,2,2,2,2
AFR1,0,0,1,0
SSS1,0,0,1,0
ALT2,0,0,1,0
INO2,1,1,1,1
SAC6,1,1,1,1
SWI5,1,1,1,1
CPR1,0,1,0,0
STB3,2,0,2,0
UME6,1,2,2,0
YAP6,0,0,1,0
ATP5,1,0,1,1
PRO1,0,0,1,0
GIC2,2,0,2,1
PIB1,0,0,1,0
YDR338C,0,0,1,0
HXT6,2,2,2,2
ATO3,1,1,1,0
TRS120,0,1,0,0
ADE8,0,1,0,0
APT2,0,0,1,0
UTP6,1,1,1,0
YHP1,1,1,1,0
CMI8,0,0,1,0
PHO8,0,0,1,0
CWC21,0,0,1,0
ITR1,2,2,3,2
SEC20,1,1,1,0
SAM2,3,3,4,2
LPP1,1,0,1,0
PSP1,0,1,1,0
GNP1,2,2,1,0
YDR524C-B,1,0,1,1
IES6,1,1,1,1
UTR2,1,1,1,1
HYP2,1,1,1,1
MCM3,1,1,1,1
TIM9,1,1,1,1
GTT3,0,0,1,0
MIT1,0,1,1,0
MNN1,2,1,2,1
ISC1,1,1,2,0
CHZ1,0,0,1,0
FIR1,0,0,2,0
YER034W,2,2,2,2
EDC2,2,2,2,2
ISD11,1,0,1,0
THO1,1,1,1,0
YER079W,0,0,1,0
IES5,1,2,2,1
RAD51,0,0,1,0
RPL23B,0,1,1,0
RPS26B,0,0,2,0
LSM5,1,0,1,1
OXA1,2,2,2,0
BMH1,0,0,1,0
HXT13,1,0,1,0
POL5,1,0,1,0
RPL12A,1,0,1,0
GLY1,1,1,1,1
PMP2,0,0,1,0
GCN4,0,1,1,0
AFG3,1,1,1,0
SPC25,1,1,2,0
CHO1,1,1,1,1
SMB1,0,0,1,0
YPT31,0,0,2,0
SAH1,1,1,1,1
ERG28,1,1,1,1
YER053C-A,0,0,1,0
FCY2,0,1,1,0
GPP2,1,1,1,0
VHR2,1,1,1,1
ICP55,0,0,1,0
MET6,1,2,2,1
PUP3,0,0,1,0
SLX8,0,1,1,0
COM2,0,0,2,0
FTR1,1,0,1,1
YER152C,2,2,2,0
PET122,2,2,2,0
YER158C,2,1,2,2
BUR6,2,1,2,2
STE2,0,0,1,0
BUD27,1,1,1,0
GAT1,1,2,2,2
LOC1,1,0,1,0
NIC96,1,0,1,0
FAB1,0,0,1,0
CDC26,0,0,1,0
IRC7,1,0,0,0
ACT1,0,0,1,0
YPT1,0,0,1,0
GYP8,0,0,1,0
EPL1,1,1,1,0
FRS2,1,2,2,2
GSY1,1,1,1,0
IGD1,0,1,1,0
YFR018C,0,0,1,0
RPL2A,0,1,2,0
QCR6,1,2,2,1
PHO4,1,2,3,1
HXK1,1,1,1,0
ZRT1,0,0,1,1
TAD1,1,1,1,1
"ADE5,7",0,0,1,0
ATG1,0,0,1,0
SCS3,1,1,1,1
MET13,2,2,2,1
RPS2,2,1,2,1
CDC20,1,1,1,1
SNF4,0,0,1,0
LCL3,0,0,1,0
PYC1,1,1,1,1
OLE1,2,2,3,0
MSP1,1,0,1,0
GSC2,1,1,1,0
RPL26B,1,0,0,0
KSS1,1,0,1,0
TAM41,0,0,1,0
SCM4,1,1,1,0
FMP48,2,2,2,2
CTT1,0,1,1,0
ASK10,1,0,1,0
YGR122W,0,1,1,0
ASN2,0,1,1,0
YGR126W,1,0,1,0
FHN1,1,0,1,0
PRE9,1,0,1,0
LSB1,1,0,1,0
SKN1,0,0,1,0
GPC1,1,1,1,1
CYS4,0,0,1,0
CHO2,2,2,2,2
YGR161W-C,1,0,1,0
PSD2,1,1,2,1
YCH1,1,1,1,1
ADE3,1,1,1,1
CCH1,0,0,1,0
YHB1,1,1,1,1
ENO1,2,2,2,1
TNA1,1,0,1,0
YOR1,1,1,1,1
MTO1,0,0,1,0
STR3,1,1,1,1
RAD54,1,1,1,0
RPL9A,0,0,1,0
MON1,1,0,1,1
HNM1,1,1,1,1
SDS23,2,2,3,0
SCW11,1,0,1,0
PMA1,1,1,1,0
COG7,1,0,1,0
YGR035C,1,1,1,0
RME1,0,0,1,0
YGR067C,1,2,2,1
PIL1,1,1,2,0
MEP1,0,1,1,0
PPT1,1,2,2,0
YGR130C,1,0,1,0
ECL1,1,0,1,0
RPL24B,1,1,1,1
CCM1,0,1,1,0
GTO1,0,0,1,0
NSR1,0,0,1,0
RTS3,1,0,1,0
PUS6,0,0,1,0
LSO2,1,1,2,1
ERG1,1,1,1,0
ATF2,1,0,1,0
RNR4,1,1,1,0
TDH3,0,0,1,0
PCT1,1,1,1,1
GPI1,0,0,1,0
PHO81,1,1,2,1
KEL2,1,1,1,1
PFK1,1,0,1,0
RIE1,0,0,1,0
RAD2,1,0,1,0
FOL2,0,0,1,0
HUA1,0,0,1,0
SCW4,1,0,1,0
PXR1,1,1,1,1
YHL044W,0,1,1,0
MUP3,0,0,1,0
MRP4,1,1,2,0
OSH7,1,0,1,1
STP2,0,0,1,0
RPL27A,0,1,1,0
YHR033W,2,1,2,1
NEL1,1,0,1,0
FSH1,1,0,1,0
HTD2,1,0,1,1
PCL5,1,1,2,0
SAM35,1,1,1,1
GRE3,1,1,1,0
EPT1,1,1,1,1
ARO9,0,1,0,0
MPC2,0,0,2,0
SOL3,0,0,1,0
ENO2,1,0,1,0
FMO1,0,0,1,0
ROF1,1,1,1,0
STB5,0,0,1,0
GND1,0,0,1,0
UTP9,1,0,1,0
MNL1,0,0,1,1
BAT1,0,0,1,0
YHR214W,0,0,1,0
CBP2,0,0,1,0
GUT1,0,1,1,0
GOS1,0,1,1,0
NPR3,1,0,2,0
OPI1,1,1,2,2
STE20,1,1,2,0
SHU1,1,1,2,0
TIM10,0,0,1,0
ERG11,1,1,1,0
SOD2,1,1,1,0
TDA3,0,1,1,0
ARG4,0,0,1,2
PIH1,1,0,1,0
HXT5,1,1,1,0
ANS1,0,0,1,0
YCK1,0,1,0,0
YAP1801,0,0,2,0
PRP8,1,0,1,1
RPS4B,0,0,1,1
SET5,1,0,2,0
RPL40A,0,0,1,0
POG1,0,0,1,0
RHO3,2,1,2,2
VHR1,1,1,1,1
MET30,2,1,2,1
SNL1,1,0,0,0
BAR1,1,0,0,0
TIR3,1,0,2,0
MLP2,0,0,1,0
RPL16A,1,1,1,1
CSM2,1,1,1,1
RPI1,2,1,3,2
XBP1,2,2,2,0
RSM25,1,0,1,0
RGI2,1,1,1,1
SYG1,2,1,2,1
PDR11,1,0,2,0
YIR042C,2,0,1,0
